exercise_name,exercise_url,body_part,Target,Synergists,Dynamic Stabilizers,Stabilizers,Antagonist Stabilizers
Barbell Stiff Leg Deadlift,https://exrx.net/WeightExercises/ErectorSpinae/BBStiffLegDeadlift,Waist,Erector Spinae,Gluteus Maximus; Adductor Magnus; Hamstrings,,"Quadriceps; Trapezius, Middle; Rhomboids; Latissimus Dorsi; Trapezius, Upper; Levator Scapulae; Trapezius, Lower",Rectus Abdominis; Obliques
Barbell Straight Leg Deadlift,https://exrx.net/WeightExercises/ErectorSpinae/BBStraightLegDeadlift,Waist,Erector Spinae,Hamstrings; Gluteus Maximus; Adductor Magnus,,"Trapezius, Middle; Rhomboids; Latissimus Dorsi; Trapezius, Upper; Levator Scapulae; Trapezius, Lower",Rectus Abdominis; Obliques
Barbell Hyperextension,https://exrx.net/WeightExercises/ErectorSpinae/BBHyperextension,Waist,Erector Spinae,Gluteus Maximus; Hamstrings; Adductor Magnus,,"Latissimus Dorsi; Teres Major; Deltoid, Posterior; Triceps, Long Head; Brachialis; Brachioradialis; Biceps Brachii; Coracobrachialis; Trapezius, Lower; Pectoralis Minor; Rhomboids",
Barbell 45° Hyperextension,https://exrx.net/WeightExercises/ErectorSpinae/BB45Hyperextension,Waist,Erector Spinae,Gluteus Maximus; Hamstrings; Adductor Magnus,,"Latissimus Dorsi; Teres Major; Deltoid, Posterior; Triceps, Long Head; Brachialis; Brachioradialis; Biceps Brachii; Coracobrachialis; Trapezius, Lower; Pectoralis Minor; Rhomboids",
Cable Stiff Leg Deadlift,https://exrx.net/WeightExercises/ErectorSpinae/CBStiffLegDeadlift,Waist,Erector Spinae,Gluteus Maximus; Adductor Magnus; Hamstrings,,"Quadriceps; Trapezius, Middle; Rhomboids; Latissimus Dorsi; Trapezius, Upper; Levator Scapulae; Trapezius, Lower",Rectus Abdominis; Obliques
Lever Deadlift (plate loaded),https://exrx.net/WeightExercises/ErectorSpinae/LVDeadlift,Waist,Erector Spinae,Gluteus Maximus; Adductor Magnus; Quadriceps; Soleus,Hamstrings; Gastrocnemius,"Trapezius, Middle; Trapezius, Upper; Levator Scapulae; Rhomboids",Rectus Abdominis; Obliques
Lever Stiff Leg Deadlift (plate loaded),https://exrx.net/WeightExercises/ErectorSpinae/LVStiffLegDeadlift,Waist,Erector Spinae,Gluteus Maximus; Adductor Magnus; Hamstrings,,"Quadriceps; Trapezius, Middle; Rhomboids; Latissimus Dorsi; Trapezius, Upper; Levator Scapulae; Trapezius, Lower",Rectus Abdominis; Obliques
Lever Back Extension,https://exrx.net/WeightExercises/ErectorSpinae/LVBackExtensionN,Waist,Erector Spinae,,,Quadriceps; Gluteus Maximus; Adductor Magnus; Hamstrings,
Lever Back Extension,https://exrx.net/WeightExercises/ErectorSpinae/LVBackExtension,Waist,Erector Spinae,Gluteus Maximus; Adductor Magnus; Hamstrings,,Quadriceps,
Smith Bent Knee Good-morning,https://exrx.net/WeightExercises/ErectorSpinae/SMBentKneeGoodMorning,Waist,Erector Spinae,Gluteus Maximus; Hamstrings; Adductor Magnus,,Quadriceps,Rectus Abdominis; Obliques
Smith Deadlift,https://exrx.net/WeightExercises/ErectorSpinae/SMDeadlift,Waist,Erector Spinae,Gluteus Maximus; Quadriceps; Adductor Magnus; Hamstrings (top half); Soleus,Hamstrings (bottom half); Gastrocnemius,"Trapezius, Middle; Trapezius, Upper; Levator Scapulae; Rhomboids",Rectus Abdominis; Obliques
Smith Stiff Leg Deadlift,https://exrx.net/WeightExercises/ErectorSpinae/SMStiffLegDeadlift,Waist,Erector Spinae,Gluteus Maximus; Hamstrings; Adductor Magnus,,"Quadriceps; Trapezius, Middle; Rhomboids; Latissimus Dorsi; Trapezius, Upper; Levator Scapulae; Trapezius, Lower",Rectus Abdominis; Obliques
Weighted Hyperextension,https://exrx.net/WeightExercises/ErectorSpinae/WtHyperextension,Waist,Erector Spinae,Gluteus Maximus; Hamstrings; Adductor Magnus,,See comments,
Weighted 45° Hyperextension,https://exrx.net/WeightExercises/ErectorSpinae/Wt45Hyperextension,Waist,Erector Spinae,Gluteus Maximus; Hamstrings; Adductor Magnus,,See comments,
Cable Seated Row,https://exrx.net/WeightExercises/BackGeneral/CBSeatedRow,Back; Waist,"Back, General","Erector Spinae; Trapezius, Middle; Trapezius, Lower; Rhomboids; Latissimus Dorsi; Teres Major; Deltoid, Posterior; Infraspinatus; Teres Minor; Brachialis; Brachioradialis; Pectoralis Major, Sternal","Biceps Brachii; Triceps, Long Head",Hamstrings; Gluteus Maximus; Adductor Magnus,
Cable Wide Grip Seated Row,https://exrx.net/WeightExercises/BackGeneral/CBWideGripSeatedRow,Back; Waist,"Back, General","Trapezius, Middle; Trapezius, Lower; Rhomboids; Latissimus Dorsi; Teres Major; Deltoid, Posterior; Infraspinatus; Teres Minor; Brachialis; Brachioradialis; Pectoralis Major, Sternal; Erector Spinae","Biceps Brachii; Triceps, Long Head",Hamstrings; Gluteus Maximus; Adductor Magnus,
"Back Extension (on stability ball, arms down)",https://exrx.net/WeightExercises/ErectorSpinae/BWHyperextensionBall,Waist,Erector Spinae,Gluteus Maximus; Adductor Magnus,,No significant stabilizers,
Bird Dog,https://exrx.net/WeightExercises/ErectorSpinae/BWBirdDog,Waist,Erector Spinae,"Gluteus Maximus; Trapezius, Lower; Trapezius, Middle; Deltoid, Anterior; Deltoid, Lateral; Coracobrachialis",Hamstrings,"Gluteus medius; Gluteus minimus; Piriformis; Obturator externus; Pectoralis Major, Sternal; Pectoralis Major, Clavicular; Serratus Anterior; Triceps Brachii",Rectus Abdominis; Obliques
Alternating Bird Dog,https://exrx.net/WeightExercises/ErectorSpinae/BWAlternatingBirdDog,Waist,Erector Spinae,"Gluteus Maximus; Trapezius, Lower; Trapezius, Middle; Deltoid, Anterior; Deltoid, Lateral; Coracobrachialis",Hamstrings,"Gluteus medius; Gluteus minimus; Piriformis; Obturator externus; Pectoralis Major, Sternal; Pectoralis Major, Clavicular; Serratus Anterior; Triceps Brachii; Rectus Abdominis; Obliques",
45° Hyperextension (hands behind hips),https://exrx.net/WeightExercises/ErectorSpinae/BW45HyperextensionHips,Waist,Erector Spinae,Gluteus Maximus; Hamstrings; Adductor Magnus,,No significant stabilizers,
45° Hyperextension (arms crossed),https://exrx.net/WeightExercises/ErectorSpinae/BW45HyperextensionArmsCrossed,Waist,Erector Spinae,Gluteus Maximus; Hamstrings; Adductor Magnus,,No significant stabilizers,
45° Hyperextension (arms up),https://exrx.net/WeightExercises/ErectorSpinae/BW45HyperextensionArmsUp,Waist,Erector Spinae,Gluteus Maximus; Hamstrings; Adductor Magnus,,No significant stabilizers,
45° Hyperextension (hands behind neck),https://exrx.net/WeightExercises/ErectorSpinae/BW45HyperextensionNeck,Waist,Erector Spinae,Gluteus Maximus; Hamstrings; Adductor Magnus,,No significant stabilizers,
Superman,https://exrx.net/WeightExercises/ErectorSpinae/Superman,Waist,Erector Spinae,Gluteus Maximus; Hamstrings,,"Deltoid, Anterior; Deltoid, Lateral; Coracobrachialis; Trapezius, Lower; Trapezius, Middle; Splenius",
Contralateral Superman,https://exrx.net/WeightExercises/ErectorSpinae/ContraLateralSuperman,Waist,Erector Spinae,"Gluteus Maximus; Hamstrings; Trapezius, Lower; Trapezius, Middle",,"Deltoid, Anterior; Deltoid, Lateral; Coracobrachialis; Splenius",
Suspended Pull Through,https://exrx.net/WeightExercises/ErectorSpinae/STPullThrough,Waist,,,,,
Rear Bridge,https://exrx.net/WeightExercises/ErectorSpinae/BackPlank,Waist,Erector Spinae,,,"Gluteus Maximus; Triceps Brachii; Trapezius, Middle; Trapezius, Lower; Rhomboids; Levator Scapulae; Latissimus Dorsi",Rectus Abdominis; Obliques
Incline Rear Bridge,https://exrx.net/WeightExercises/ErectorSpinae/RearInclinePlank,Waist,Erector Spinae,,,"Gluteus Maximus; Hamstrings; Triceps Brachii; Trapezius, Middle; Trapezius, Lower; Rhomboids; Levator Scapulae; Latissimus Dorsi",Rectus Abdominis; Obliques
Machine-assisted Triceps Dip,https://exrx.net/WeightExercises/Triceps/ASTriDip,Upper Arms,Triceps Brachii,"Deltoid, Anterior; Pectoralis Major, Sternal; Pectoralis Major, Clavicular; Pectoralis Minor; Rhomboids; Levator Scapulae; Latissimus Dorsi; Coracobrachialis",Biceps Brachii,"Trapezius, Lower",
Machine-assisted Triceps Dip (kneeling),https://exrx.net/WeightExercises/Triceps/ASTriDipKneeling,Upper Arms,Triceps Brachii,"Deltoid, Anterior; Pectoralis Major, Sternal; Pectoralis Major, Clavicular; Pectoralis Minor; Rhomboids; Levator Scapulae; Latissimus Dorsi; Coracobrachialis",Biceps Brachii,"Trapezius, Lower",
Barbell Close Grip Bench Press,https://exrx.net/WeightExercises/Triceps/BBCloseGripBenchPress,Upper Arms,Triceps Brachii,"Deltoid, Anterior; Pectoralis Major, Sternal; Pectoralis Major, Clavicular; Coracobrachialis",Biceps Brachii,,
Barbell Lying Triceps Extension,https://exrx.net/WeightExercises/Triceps/BBLyingTriExt,Upper Arms,Triceps Brachii,,,"Deltoid, Anterior; Pectoralis Major, Clavicular; Pectoralis Major, Sternal; Latissimus Dorsi; Teres Major; Deltoid, Posterior; Coracobrachialis; Wrist Flexors",
"Barbell Lying Triceps Extension ""Skull Crusher""",https://exrx.net/WeightExercises/Triceps/BBLyingTriExtSC,Upper Arms,Triceps Brachii,,,"Deltoid, Anterior; Pectoralis Major, Clavicular; Pectoralis Major, Sternal; Latissimus Dorsi; Teres Major; Deltoid, Posterior; Coracobrachialis; Wrist Flexors",
Barbell Triceps Extension,https://exrx.net/WeightExercises/Triceps/BBTriExt,Upper Arms,Triceps Brachii,,,"Deltoid, Anterior; Pectoralis          Major, Clavicular; Wrist Flexors",
Cable Bent-over Triceps Extension,https://exrx.net/WeightExercises/Triceps/CBBentoverTriExt,Upper Arms,Triceps Brachii,,,"Deltoid, Anterior; Pectoralis Major, Clavicular; Wrist Flexors; Rectus Abdominis; Obliques",Erector Spinae
Cable Lying Triceps Extension,https://exrx.net/WeightExercises/Triceps/CBLyingTriExt,Upper Arms,Triceps Brachii,,,"Deltoid, Anterior; Pectoralis Major, Clavicular; Pectoralis Major, Sternal; Latissimus Dorsi; Teres Major; Deltoid, Posterior; Coracobrachialis; Wrist Flexors",
Cable Pushdown,https://exrx.net/WeightExercises/Triceps/CBPushdown,Upper Arms,Triceps Brachii,,,"Latissimus Dorsi; Teres Major; Deltoid, Posterior; Pectoralis        Major, Sternal; Pectoralis Minor; Trapezius, Lower; Rectus Abdominis; Obliques; Wrist Flexors",Erector Spinae
Cable One Arm Pushdown,https://exrx.net/WeightExercises/Triceps/CBOneArmPushdown,Upper Arms,Triceps Brachii,,,"Latissimus Dorsi; Teres Major; Deltoid, Posterior; Pectoralis        Major, Sternal; Pectoralis Minor; Trapezius, Lower; Obliques; Rectus Abdominis; Wrist Extensors",Erector Spinae
Cable Pushdown (with back support),https://exrx.net/WeightExercises/Triceps/CBPushdownSupport,Upper Arms,Triceps Brachii,,,"Latissimus Dorsi; Teres Major; Deltoid, Posterior; Pectoralis        Major, Sternal; Pectoralis Minor; Trapezius, Lower; Rectus Abdominis; Obliques; Wrist Flexors",Erector Spinae
Cable Pushdown (with V-bar),https://exrx.net/WeightExercises/Triceps/CBPushdownVBar,Upper Arms,Triceps Brachii,,,"Latissimus Dorsi; Teres Major; Deltoid, Posterior; Pectoralis Major, Sternal; Pectoralis Minor; Trapezius, Lower; Rectus Abdominis; Obliques; Wrist Flexors",Erector Spinae
Cable Triceps Dip,https://exrx.net/WeightExercises/Triceps/CBTriDip,Upper Arms,Triceps Brachii,"Deltoid, Anterior; Pectoralis Major, Sternal; Pectoralis Major, Clavicular; Pectoralis Minor; Rhomboids; Levator Scapulae; Latissimus Dorsi; Coracobrachialis",Biceps Brachii,"Trapezius, Lower",
Cable Triceps Extension,https://exrx.net/WeightExercises/Triceps/CBTriExt,Upper Arms,Triceps Brachii,,,"Deltoid, Anterior; Pectoralis        Major, Clavicular; Wrist Flexors",
Cable Triceps Extension (with rope),https://exrx.net/WeightExercises/Triceps/CBStandingTricepsExtensionRope,Upper Arms,Triceps Brachii,,,"Deltoid, Anterior; Pectoralis
      Major, Clavicular; Wrist Flexors",
Dumbbell Kickback,https://exrx.net/WeightExercises/Triceps/DBKickback,Upper Arms,Triceps Brachii,,,"Deltoid, Posterior; Latissimus Dorsi; Trapezius, Middle; Trapezius, Lower; Rhomboids; Extensor Carpi          Ulnaris; Flexor Carpi Ulnaris",
Dumbbell Lying Triceps Extension,https://exrx.net/WeightExercises/Triceps/DBLyingTriExt,Upper Arms,Triceps Brachii,,,"Deltoid, Anterior; Pectoralis Major, Clavicular; Pectoralis Major, Sternal; Latissimus Dorsi; Teres Major; Deltoid, Posterior; Coracobrachialis; Extensor Carpi Ulnaris; Flexor Carpi Ulnaris",
Dumbbell One Arm Triceps Extension (on bench),https://exrx.net/WeightExercises/Triceps/DBOneArmTriExtBench,Upper Arms,Triceps Brachii,,,Wrist Extensors; Flexor Carpi Ulnaris,
Dumbbell Triceps Extension,https://exrx.net/WeightExercises/Triceps/DBTriExt,Upper Arms,Triceps Brachii,,,"Deltoid, Anterior; Pectoralis        Major, Clavicular; Wrist Flexors",
Lever Isolateral Close Grip Bench Press (plate loaded),https://exrx.net/WeightExercises/Triceps/LVCloseGripBenchPressH,Upper Arms,Triceps Brachii,"Deltoid, Anterior; Pectoralis Major, Sternal; Pectoralis Major, Clavicular; Coracobrachialis",Biceps Brachii,,
Lever Triceps Dip (plate loaded),https://exrx.net/WeightExercises/Triceps/LVTriDipH,Upper Arms,Triceps Brachii,"Deltoid, Anterior; Pectoralis Major, Sternal; Pectoralis Major, Clavicular; Pectoralis Minor; Rhomboids; Levator Scapulae; Latissimus Dorsi; Coracobrachialis",Biceps Brachii,"Trapezius, Lower",
Lever Triceps Extension (plate loaded),https://exrx.net/WeightExercises/Triceps/LVTriExtGripless,Upper Arms,Triceps Brachii,,,"Pectoralis        Major, Sternal; Deltoid, Posterior; Latissimus Dorsi; Teres Major; Pectoralis Minor; Trapezius, Lower",
Lever Triceps Dip,https://exrx.net/WeightExercises/Triceps/LVTriDip,Upper Arms,Triceps Brachii,"Deltoid, Anterior; Pectoralis Major, Sternal; Pectoralis Major, Clavicular; Pectoralis Minor; Rhomboids; Levator Scapulae; Latissimus Dorsi; Coracobrachialis",Biceps Brachii,"Trapezius, Lower",
Lever Triceps Dip,https://exrx.net/WeightExercises/Triceps/LVTriDip2,Upper Arms,Triceps Brachii,"Deltoid, Anterior; Pectoralis Major, Sternal; Pectoralis Major, Clavicular; Pectoralis Minor; Rhomboids; Levator Scapulae; Latissimus Dorsi; Coracobrachialis",Biceps Brachii,"Trapezius, Lower",
Lever Triceps Extension,https://exrx.net/WeightExercises/Triceps/LVTriExt,Upper Arms,Triceps Brachii,,,"Pectoralis        Major, Sternal; Deltoid, Posterior; Latissimus Dorsi; Teres Major; Pectoralis Minor; Trapezius, Lower; Extensor Carpi        Ulnaris; Flexor Carpi Ulnaris",
Lever Triceps Extension (with preacher pad),https://exrx.net/WeightExercises/Triceps/LVTriExtPreacherPad,Upper Arms,Triceps Brachii,,,"Pectoralis        Major, Sternal; Deltoid, Posterior; Latissimus Dorsi; Teres Major; Pectoralis Minor; Trapezius, Lower; Extensor Carpi        Ulnaris; Flexor Carpi Ulnaris",
Sled Standing Triceps Dip,https://exrx.net/WeightExercises/Triceps/SLStandingTricepsDip,Upper Arms,Triceps Brachii,"Deltoid, Anterior; Pectoralis Major, Sternal; Pectoralis Major, Clavicular; Pectoralis Minor; Rhomboids; Levator Scapulae; Latissimus Dorsi; Coracobrachialis",Biceps Brachii,"Trapezius, Lower",
Smith Close Grip Bench Press,https://exrx.net/WeightExercises/Triceps/SMCloseGripBenchPress,Upper Arms,Triceps Brachii,"Deltoid, Anterior; Pectoralis Major, Sternal; Pectoralis Major, Clavicular; Coracobrachialis",Biceps Brachii,,
Weighted Bench Dip,https://exrx.net/WeightExercises/Triceps/WtBenchDip,Upper Arms,Triceps Brachii,"Deltoid, Anterior; Pectoralis Major, Sternal; Pectoralis Major, Clavicular; Pectoralis Minor; Rhomboids; Levator Scapulae; Latissimus Dorsi; Coracobrachialis",Biceps Brachii,"Trapezius, Lower",
Weighted Triceps Dip,https://exrx.net/WeightExercises/Triceps/WtTriDip,Upper Arms,Triceps Brachii,"Deltoid, Anterior; Pectoralis Major, Sternal; Pectoralis Major, Clavicular; Pectoralis Minor; Rhomboids; Levator Scapulae; Latissimus Dorsi; Coracobrachialis",Biceps Brachii,"Trapezius, Lower",
Band-assisted Triceps Dip,https://exrx.net/WeightExercises/Triceps/ASTricepsDipBand,Upper Arms,Triceps Brachii,"Deltoid, Anterior; Pectoralis Major, Sternal; Pectoralis Major, Clavicular; Pectoralis Minor; Rhomboids; Levator Scapulae; Latissimus Dorsi; Coracobrachialis",Biceps Brachii,"Trapezius, Lower",
Bench Dip,https://exrx.net/WeightExercises/Triceps/BWBenchDip,Upper Arms,Triceps Brachii,"Deltoid, Anterior; Pectoralis Major, Sternal; Pectoralis Major, Clavicular; Pectoralis Minor; Rhomboids; Levator Scapulae; Latissimus Dorsi; Coracobrachialis",Biceps Brachii,"Trapezius, Lower",
Bench Dip (heels on floor),https://exrx.net/WeightExercises/Triceps/BWBenchDipFloor,Upper Arms,Triceps Brachii,"Deltoid, Anterior; Pectoralis Major, Sternal; Pectoralis Major, Clavicular; Pectoralis Minor; Rhomboids; Levator Scapulae; Latissimus Dorsi; Coracobrachialis",Biceps Brachii,"Trapezius, Lower",
Close Grip Push-up,https://exrx.net/WeightExercises/Triceps/BWCloseGripPushup,Upper Arms,Triceps Brachii,"Pectoralis Major, Sternal; Pectoralis Major, Clavicular; Deltoid, Anterior; Coracobrachialis","Biceps Brachii, Short Head",Serratus Anterior; Pectoralis Minor; Rectus Abdominis; Obliques; Quadriceps,
Close Grip Incline Push-up (on bar),https://exrx.net/WeightExercises/Triceps/BWCloseGripInclinePushupBar,Upper Arms,Triceps Brachii,"Pectoralis Major, Sternal; Pectoralis Major, Clavicular; Deltoid, Anterior; Coracobrachialis","Biceps Brachii, Short Head",Rectus Abdominis; Obliques; Quadriceps; Gastrocnemius; Soleus,
Close Grip Push-up (on knees),https://exrx.net/WeightExercises/Triceps/BWCloseGripPushupKnees,Upper Arms,Triceps Brachii,"Pectoralis Major, Sternal; Pectoralis Major, Clavicular; Deltoid, Anterior; Coracobrachialis","Biceps Brachii, Short Head",Rectus Abdominis; Obliques,
Triceps Dip,https://exrx.net/WeightExercises/Triceps/BWTriDip,Upper Arms,Triceps Brachii,"Deltoid, Anterior; Pectoralis Major, Sternal; Pectoralis Major, Clavicular; Pectoralis Minor; Rhomboids; Levator Scapulae; Latissimus Dorsi; Coracobrachialis",Biceps Brachii,"Trapezius, Lower",
Suspended Triceps Extension,https://exrx.net/WeightExercises/Triceps/STTricepsExtension,Upper Arms,Triceps Brachii,,,"Pectoralis Major, Sternal; Pectoralis Major, Clavicular; Latissimus Dorsi; Teres Major; Rhomboids; Levator Scapulae; Deltoid, Posterior; Coracobrachialis; Pectoralis Minor; Serratus Anterior; Rectus Abdominis; Obliques; Quadriceps; Gastrocnemius; Wrist Flexors",
Self-assisted Triceps Dip,https://exrx.net/WeightExercises/Triceps/ASTricepsDipSelf,Upper Arms,Triceps Brachii,"Deltoid, Anterior; Pectoralis Major, Sternal; Pectoralis Major, Clavicular; Pectoralis Minor; Rhomboids; Levator Scapulae; Latissimus Dorsi; Coracobrachialis",Biceps Brachii,"Trapezius, Lower",
Barbell Curl,https://exrx.net/WeightExercises/Biceps/BBCurl,Upper Arms,Biceps Brachii,Brachialis; Brachioradialis,,"Deltoid, Anterior; Coracobrachialis; Trapezius, Upper; Trapezius, Middle; Levator Scapulae; Wrist Flexors",
Cable Curl,https://exrx.net/WeightExercises/Biceps/CBCurl,Upper Arms,Biceps Brachii,Brachialis; Brachioradialis,,"Deltoid, Anterior; Coracobrachialis; Trapezius, Upper; Trapezius, Middle; Levator Scapulae; Wrist Flexors",
Cable Isolateral Curl,https://exrx.net/WeightExercises/Biceps/CBCurlStirrups,Upper Arms,Biceps Brachii,Brachialis; Brachioradialis,,"Trapezius, Upper; Trapezius, Middle; Levator Scapulae; Wrist Flexors; Coracobrachialis",
Cable Alternating Isolateral Curl,https://exrx.net/WeightExercises/Biceps/CBAlternatingCurl,Upper Arms,Biceps Brachii,Brachialis; Brachioradialis,,"Trapezius, Upper; Trapezius, Middle; Levator Scapulae; Wrist Flexors; Coracobrachialis",
Cable One Arm Curl,https://exrx.net/WeightExercises/Biceps/CBOneArmCurl,Upper Arms,Biceps Brachii,Brachialis; Brachioradialis,,"Deltoid, Anterior; Coracobrachialis; Trapezius, Upper; Trapezius, Middle; Levator Scapulae; Wrist Flexors",
Dumbbell Curl,https://exrx.net/WeightExercises/Biceps/DBCurl,Forearms; Upper Arms,Biceps Brachii,Brachialis; Brachioradialis,,"Deltoid, Anterior; Coracobrachialis; Trapezius, Upper; Trapezius, Middle; Levator Scapulae; Wrist Flexors",
Dumbbell Incline Curl,https://exrx.net/WeightExercises/Biceps/DBInclineCurl,Forearms; Upper Arms,Biceps Brachii,Brachialis; Brachioradialis,,"Deltoid, Anterior; Coracobrachialis; Wrist Flexors",
Lever Isolateral Curl (plate loaded),https://exrx.net/WeightExercises/Biceps/LVCurlPL,Upper Arms,Biceps Brachii,Brachialis; Brachioradialis,,Wrist Flexors,
Lever Isolateral Curl,https://exrx.net/WeightExercises/Biceps/LVCurl,Upper Arms,Biceps Brachii,Brachialis; Brachioradialis,,Wrist Flexors,
Inverted Biceps Row,https://exrx.net/WeightExercises/BackGeneral/BWUnderhandSupineRow,Back; Upper Arms,Biceps Brachii,"Trapezius, Middle; Trapezius, Lower; Rhomboids; Latissimus Dorsi; Teres Major; Deltoid, Posterior; Infraspinatus; Teres Minor; Brachialis; Brachioradialis; Pectoralis Major, Sternal","Triceps, Long Head",Erector Spinae; Hamstrings; Gluteus Maximus,Rectus Abdominis; Obliques
Suspended Arm Curl,https://exrx.net/WeightExercises/Brachialis/STArmCurl,Upper Arms,Brachialis,Biceps Brachii; Brachioradialis,,"Erector Spinae; Gluteus Maximus; Hamstrings; Wrist Flexors; Trapezius, Middle; Rhomboids",Rectus Abdominis; Obliques
Barbell Preacher Curl,https://exrx.net/WeightExercises/Brachialis/BBPreacherCurl,Upper Arms,Brachialis,Biceps Brachii; Brachioradialis,,Wrist Flexors,
Barbell Prone Incline Curl,https://exrx.net/WeightExercises/Brachialis/BBProneInclineCurl,Upper Arms,Brachialis,Biceps Brachii; Brachioradialis,,"Wrist Flexors; Trapezius, Middle; Rhomboids",
Cable Concentration Curl,https://exrx.net/WeightExercises/Brachialis/CBConcentrationCurl,Upper Arms,Brachialis,Biceps Brachii; Brachioradialis,,"Trapezius, Upper; Trapezius, Middle; Levator Scapulae; Obliques; Erector Spinae; Wrist Flexors",
Cable Preacher Curl,https://exrx.net/WeightExercises/Brachialis/CBPreacherCurl,Upper Arms,Brachialis,Biceps Brachii; Brachioradialis,,Wrist Flexors,
Cable Isolateral Preacher Curl,https://exrx.net/WeightExercises/Brachialis/CBPreacherCurlStirrups,Upper Arms,Brachialis,Biceps Brachii; Brachioradialis,,Wrist Flexors,
Dumbbell Concentration Curl,https://exrx.net/WeightExercises/Brachialis/DBConcentrationCurl,Upper Arms,Brachialis,Biceps Brachii; Brachioradialis,,"Trapezius, Upper; Trapezius, Middle; Levator Scapulae; Obliques; Erector Spinae; Wrist Flexors",
Dumbbell Preacher Curl,https://exrx.net/WeightExercises/Brachialis/DBPreacherCurl,Upper Arms,Brachialis,Biceps Brachii; Brachioradialis,,Wrist Flexors,
Lever Isolateral Preacher Curl (plate loaded),https://exrx.net/WeightExercises/Brachialis/LVPreacherCurlH,Upper Arms,Brachialis,Biceps Brachii; Brachioradialis,,Wrist Flexors,"Triceps Brachii, Long Head"
"Lever Isolateral Preacher Curl (arms high, plate loaded)",https://exrx.net/WeightExercises/Brachialis/LVPreacherCurlHighPL,Upper Arms,Brachialis,Biceps Brachii; Brachioradialis,,Wrist Flexors,"Triceps Brachii, Long Head"
Lever Preacher Curl,https://exrx.net/WeightExercises/Brachialis/LVPreacherCurl,Upper Arms,Brachialis,Biceps Brachii; Brachioradialis,,Wrist Flexors,"Triceps Brachii, Long Head"
Lever Isolateral Preacher Curl (arms high),https://exrx.net/WeightExercises/Brachialis/LVPreacherCurlHigh,Upper Arms,Brachialis,Biceps Brachii; Brachioradialis,,Wrist Flexors,"Triceps Brachii, Long Head"
Barbell Bent Knee Good-morning,https://exrx.net/WeightExercises/GluteusMaximus/BBBentKneeGoodMorning,Hips,Gluteus Maximus,Adductor Magnus; Hamstrings,,Erector Spinae; Quadriceps,Rectus Abdominis; Obliques
Barbell Deadlift,https://exrx.net/WeightExercises/GluteusMaximus/BBDeadlift,Hips,Gluteus Maximus,Quadriceps; Adductor Magnus; Hamstrings (top half); Soleus,Hamstrings (bottom half); Gastrocnemius,"Erector Spinae; Trapezius, Middle; Trapezius, Upper; Levator Scapulae; Rhomboids",Rectus Abdominis; Obliques
Barbell Stiff Leg Deadlift,https://exrx.net/WeightExercises/GluteusMaximus/BBStiffLegDeadlift,Hips,Gluteus Maximus,Erector Spinae; Adductor Magnus; Hamstrings,,"Quadriceps; Trapezius, Middle; Rhomboids; Latissimus Dorsi; Trapezius, Upper; Levator Scapulae; Trapezius, Lower",Rectus Abdominis; Obliques
Barbell Straight-back Stiff-leg Deadlift,https://exrx.net/WeightExercises/GluteusMaximus/BBStrBackStiffLegDeadlift,Hips,Gluteus Maximus,Hamstrings; Adductor Magnus,,"Erector Spinae; Quadriceps; Trapezius, Middle; Rhomboids; Latissimus Dorsi; Trapezius, Upper; Levator Scapulae; Trapezius, Lower",Rectus Abdominis; Obliques
Barbell Hip Thrust,https://exrx.net/WeightExercises/GluteusMaximus/BBHipThrust,Hips,Gluteus Maximus,Quadriceps,Hamstrings,Erector Spinae,Rectus Abdominis; Obliques
Barbell Lunge,https://exrx.net/WeightExercises/GluteusMaximus/BBLunge,Hips,Gluteus Maximus,Quadriceps; Adductor Magnus; Soleus,Hamstrings; Gastrocnemius,Erector Spinae; Tibialis Anterior; Gluteus Medius; Gluteus Minimus; Quadratus        Lumborum; Obliques,
Barbell Rear Lunge,https://exrx.net/WeightExercises/GluteusMaximus/BBRearLunge,Hips,Gluteus Maximus,Quadriceps; Adductor Magnus; Soleus,Hamstrings; Gastrocnemius,Erector Spinae; Gluteus Medius; Gluteus Minimus; Quadratus Lumborum; Obliques,
Barbell Single Leg Split Squat,https://exrx.net/WeightExercises/GluteusMaximus/BBSingleLegSplitSquat,Hips,Gluteus Maximus,Quadriceps; Adductor Magnus; Soleus,Hamstrings; Gastrocnemius,Erector Spinae; Gluteus Medius; Gluteus Minimus,
Barbell Single Leg Squat,https://exrx.net/WeightExercises/GluteusMaximus/BBSingleLegSquat,Hips,Gluteus Maximus,Quadriceps; Adductor Magnus; Soleus; Erector Spinae (see notes),Hamstrings; Gastrocnemius,Gluteus Medius; Gluteus Minimus; Quadratus Lumborum; Obliques; Rectus Abdominis,
Barbell Split Squat,https://exrx.net/WeightExercises/GluteusMaximus/BBSplitSquat,Hips,Gluteus Maximus,Quadriceps; Adductor Magnus; Soleus,Hamstrings; Gastrocnemius,Erector Spinae; Gluteus Medius; Gluteus Minimus,
Barbell Squat (low bar),https://exrx.net/WeightExercises/GluteusMaximus/BBSquat,Hips,Gluteus Maximus,Quadriceps; Adductor Magnus; Soleus,Hamstrings; Gastrocnemius,Erector Spinae,Rectus Abdominis; Obliques
