exercise_name,exercise_url,body_part,Target,Synergists,Dynamic Stabilizers,Stabilizers,Antagonist Stabilizers
Barbell Standing Leg Calf Raise,https://exrx.net/WeightExercises/Gastrocnemius/BBStandingCalfRaise,Calves,Gastrocnemius,Soleus,,No significant stabilizers,
Cable Belt Calf Raise,https://exrx.net/WeightExercises/Gastrocnemius/CBStandingCalfRaise,Calves,Gastrocnemius,Soleus,,No significant stabilizers,
Cable One Arm Single Leg Calf Raise,https://exrx.net/WeightExercises/Gastrocnemius/CBOneArmSingleLegCalfRaise,Calves,Gastrocnemius,Soleus,,"Trapezius, Upper; Trapezius, Middle; Levator Scapulae; Gluteus Medius; Gluteus Minimus; Quadratus        Lumborum; Obliques",
Dumbbell Standing Calf Raise,https://exrx.net/WeightExercises/Gastrocnemius/DBStandingCalfRaise,Calves,Gastrocnemius,Soleus,,"Trapezius, Upper; Trapezius, Middle; Levator Scapulae; Gluteus Medius; Gluteus Minimus",
Dumbbell Single Leg Calf Raise,https://exrx.net/WeightExercises/Gastrocnemius/DBSingleLegCalfRaise,Calves,Gastrocnemius,Soleus,,"Trapezius, Upper; Trapezius, Middle; Levator Scapulae; Gluteus Medius; Gluteus Minimus; Quadratus        Lumborum; Obliques",
Lever 45° Calf Press (plate loaded),https://exrx.net/WeightExercises/Gastrocnemius/LV45CalfPress,Calves,Gastrocnemius,Soleus,,No significant stabilizers,
Lever Calf Extension (plate loaded),https://exrx.net/WeightExercises/Gastrocnemius/LVSeatedCalfExtensionHammer,Calves,Gastrocnemius,Soleus,,No significant stabilizers,
Lever Isolateral Seated Calf Press (plate loaded),https://exrx.net/WeightExercises/Gastrocnemius/LVSeatedCalfPressH,Calves,Gastrocnemius,Soleus,,No significant stabilizers,
Lever Standing Calf Raise (plate loaded),https://exrx.net/WeightExercises/Gastrocnemius/LVStandingCalfRaisePL,Calves,Gastrocnemius,Soleus,,"Trapezius, Upper; Trapezius, Middle; Levator Scapulae",
Lever 45° Calf Raise,https://exrx.net/WeightExercises/Gastrocnemius/LV45CalfRaise,Calves,Gastrocnemius,Soleus,,No significant stabilizers,
Lever Calf Extension,https://exrx.net/WeightExercises/Gastrocnemius/LVSeatedCalfExtension,Calves,Gastrocnemius,Soleus,,No significant stabilizers,
Lever Donkey Calf Raise,https://exrx.net/WeightExercises/Gastrocnemius/LVDonkeyCalfRaise,Calves,Gastrocnemius,Soleus,,"Serratus Anterior; Pectoralis Minor; Pectoralis Major, Sternal; Pectoralis Major, Clavicular; Coracobrachialis",
Lever Seated Calf Press,https://exrx.net/WeightExercises/Gastrocnemius/LVSeatedCalfPress,Calves,Gastrocnemius,Soleus,,No significant stabilizers,
Lever Standing Calf Raise,https://exrx.net/WeightExercises/Gastrocnemius/LVStandingCalfRaise,Calves,Gastrocnemius,Soleus,,"Trapezius, Upper; Trapezius, Middle; Levator Scapulae",
Sled 45° Calf Press,https://exrx.net/WeightExercises/Gastrocnemius/SL45CalfPress,Calves,Gastrocnemius,Soleus,,No significant stabilizers,
Sled 45° Calf Raise,https://exrx.net/WeightExercises/Gastrocnemius/SL45CalfRaise,Calves,Gastrocnemius,Soleus,,No significant stabilizers,
Sled Donkey Calf Raise,https://exrx.net/WeightExercises/Gastrocnemius/SLDonkeyCalfRaise,Calves,Gastrocnemius,Soleus,,"Serratus Anterior; Pectoralis Minor; Pectoralis Major, Sternal; Pectoralis Major, Clavicular; Coracobrachialis",
Sled Lying Calf Press,https://exrx.net/WeightExercises/Gastrocnemius/SLLyingCalfPress,Calves,Gastrocnemius,Soleus,,No significant stabilizers,
Sled Seated Calf Press,https://exrx.net/WeightExercises/Gastrocnemius/SLSeatedCalfPress,Calves,Gastrocnemius,Soleus,,No significant stabilizers,
Sled Standing Calf Raise,https://exrx.net/WeightExercises/Gastrocnemius/SLStandingCalfRaise,Calves,Gastrocnemius,Soleus,,"Trapezius, Upper; Trapezius, Middle; Levator Scapulae",
Smith Standing Leg Calf Raise,https://exrx.net/WeightExercises/Gastrocnemius/SMStandingCalfRaise,Calves,Gastrocnemius,Soleus,,No significant stabilizers,
Weighted Single Leg Calf Raise,https://exrx.net/WeightExercises/Gastrocnemius/WTSingleLegCalfRaise,Calves,Gastrocnemius,Soleus,,Gluteus Medius; Gluteus Minimus; Quadratus        Lumborum; Obliques,
Standing Calf Raise,https://exrx.net/WeightExercises/Gastrocnemius/BWStandingCalfRaise,Calves,Gastrocnemius,Soleus,,,
Single Leg Calf Raise,https://exrx.net/WeightExercises/Gastrocnemius/BWSingleLegCalfRaise,Calves,Gastrocnemius,Soleus,,Gluteus Medius; Gluteus Minimus; Quadratus        Lumborum; Obliques,
Self-assisted Single Leg Calf Raise,https://exrx.net/WeightExercises/Gastrocnemius/ASSingleLegCalfRaiseSelf,Calves,Gastrocnemius,Soleus,,Gluteus Medius; Gluteus Minimus; Quadratus        Lumborum; Obliques,
Suspended Forward Angled Single Leg Calf Raise,https://exrx.net/WeightExercises/Gastrocnemius/STSingleLegForwardAngledCalfRaise,Calves,Gastrocnemius,Soleus,,"Gluteus Medius; Gluteus Minimus; Quadratus Lumborum; Obliques; Hip External Rotators; Pectoralis Major, Sternal; Pectoralis Major, Clavicular; Pectoralis Minor; Serratus Anterior; Triceps Brachii; Latissimus Dorsi; Teres Major; Rhomboids; Levator Scapulae; Deltoid, Posterior; Coracobrachialis; Rectus Abdominis; Quadriceps; Wrist Flexors",
Safety Bar Seated Calf Raise,https://exrx.net/WeightExercises/Soleus/SBSeatedCalfRaise,Calves,Soleus,Gastrocnemius,,No significant stabilizers,
Lever Seated Calf Raise (plate loaded),https://exrx.net/WeightExercises/Soleus/LVSeatedCalfRaiseH,Calves,Soleus,Gastrocnemius,,No significant stabilizers,
Lever Seated Calf Raise,https://exrx.net/WeightExercises/Soleus/LVSeatedCalfRaise,Calves,Soleus,Gastrocnemius,,No significant stabilizers,
Smith Seated Calf Raise,https://exrx.net/WeightExercises/Soleus/SMSeatedCalfRaise,Calves,Soleus,Gastrocnemius,,No significant stabilizers,
Safety Bar Reverse Calf Raise,https://exrx.net/WeightExercises/TibialisAnterior/SBReverseCalfRaise,Calves,Tibialis Anterior,,,No significant stabilizers,
Cable Reverse Calf Raise,https://exrx.net/WeightExercises/TibialisAnterior/CBReverseCalfRaise,Calves,Tibialis Anterior,,,No significant stabilizers,
Cable Single Leg Reverse Calf Raise,https://exrx.net/WeightExercises/TibialisAnterior/CBSingleLegReverseCalfRaise,Calves,Tibialis Anterior,,,No significant stabilizers,
Dumbbell Reverse Calf Raise,https://exrx.net/WeightExercises/TibialisAnterior/DBReverseCalfRaise,Calves,Tibialis Anterior,,,"Trapezius, Upper; Trapezius, Middle; Levator Scapulae",
Dumbbell Single Leg Reverse Calf Raise,https://exrx.net/WeightExercises/TibialisAnterior/DBSingleLegRevCalfRaise,Calves,Tibialis Anterior,,,"Gluteus Medius; Gluteus Maximus; Trapezius, Upper; Trapezius, Middle; Levator Scapulae",
Lever 45° Reverse Calf Press (plate loaded),https://exrx.net/WeightExercises/TibialisAnterior/LV45ReverseCalfPress,Calves,Tibialis Anterior,,,No significant stabilizers,
Lever 45° Reverse Calf Raise (plate loaded),https://exrx.net/WeightExercises/TibialisAnterior/LV45ReverseCalfRaise,Calves,Tibialis Anterior,,,No significant stabilizers,
Lever Reverse Calf Raise (plate loaded),https://exrx.net/WeightExercises/TibialisAnterior/LVReverseCalfRaisePL,Calves,Tibialis Anterior,,,"Trapezius, Upper; Trapezius, Middle; Levator Scapulae",
Lever Reverse Calf Extension (plate loaded),https://exrx.net/WeightExercises/TibialisAnterior/LVSeatedReverseCalfExtHammer,Calves,Tibialis Anterior,,,No significant stabilizers,
Lever Reverse Calf Extension,https://exrx.net/WeightExercises/TibialisAnterior/LVReverseCalfExtension,Calves,Tibialis Anterior,,,No significant stabilizers,
Lever Reverse Calf Raise,https://exrx.net/WeightExercises/TibialisAnterior/LVReverseCalfRaise,Calves,Tibialis Anterior,,,"Trapezius, Upper; Trapezius, Middle; Levator Scapulae",
Sled 45° Reverse Calf Press,https://exrx.net/WeightExercises/TibialisAnterior/SL45ReverseCalfPress,Calves,Tibialis Anterior,,,No significant stabilizers,
Sled 45° Reverse Calf Raise (plate loaded),https://exrx.net/WeightExercises/TibialisAnterior/SL45ReverseCalfRaisePL,Calves,Tibialis Anterior,,,No significant stabilizers,
Sled 45° Reverse Calf Raise (on hack press),https://exrx.net/WeightExercises/TibialisAnterior/SL45ReverseCalfRaiseHackPress,Calves,Tibialis Anterior,,,No significant stabilizers,
Sled Hack Reverse Calf Raise,https://exrx.net/WeightExercises/TibialisAnterior/SLHackReverseCalfRaise,Calves,Tibialis Anterior,,,No significant stabilizers,
Sled Lying Reverse Calf Press,https://exrx.net/WeightExercises/TibialisAnterior/SLLyingReverseCalfPress,Calves,Tibialis Anterior,,,No significant stabilizers,
Sled Seated Reverse Calf Press,https://exrx.net/WeightExercises/TibialisAnterior/SLSeatedReverseCalfPress,Calves,Tibialis Anterior,,,No significant stabilizers,
Smith Reverse Calf Raise,https://exrx.net/WeightExercises/TibialisAnterior/SMReverseCalfRaise,Calves,Tibialis Anterior,,,No significant stabilizers,
Reverse Calf Raise,https://exrx.net/WeightExercises/TibialisAnterior/BWReverseCalfRaise,Calves,Tibialis Anterior,,,,
Single Leg Reverse Calf Raise,https://exrx.net/WeightExercises/TibialisAnterior/BWSingleLegRevCalfRaise,Calves,Tibialis Anterior,,,Gluteus Medius; Gluteus Maximus; Quadratus        Lumborum; Obliques,
Machine-assisted Chest Dip,https://exrx.net/WeightExercises/PectoralSternal/AsChestDip,Chest,"Pectoralis Major, Sternal","Deltoid, Anterior; Triceps Brachii; Pectoralis Major, Clavicular; Pectoralis Minor; Rhomboids; Levator Scapulae; Latissimus Dorsi; Teres Major; Coracobrachialis",,"Trapezius, Lower",
Machine-assisted Chest Dip (kneeling),https://exrx.net/WeightExercises/PectoralSternal/AsChestDipKneeling,Chest,"Pectoralis Major, Sternal","Deltoid, Anterior; Triceps Brachii; Pectoralis Major, Clavicular; Pectoralis Minor; Rhomboids; Levator Scapulae; Latissimus Dorsi; Teres Major; Coracobrachialis",,"Trapezius, Lower",
Barbell Bench Press,https://exrx.net/WeightExercises/PectoralSternal/BBBenchPress,Chest,"Pectoralis Major, Sternal","Pectoralis Major, Clavicular; Deltoid, Anterior; Triceps Brachii; Coracobrachialis","Biceps Brachii, Short Head",,
Barbell Bench Press (power lift),https://exrx.net/WeightExercises/PectoralSternal/BBBenchPressPowerLift,Chest,"Pectoralis Major, Sternal","Pectoralis Major, Clavicular; Deltoid, Anterior; Triceps Brachii; Coracobrachialis","Biceps Brachii, Short Head",Erector Spinae; Gluteus Maximus,
Barbell Decline Bench Press,https://exrx.net/WeightExercises/PectoralSternal/BBDeclineBenchPress,Chest,"Pectoralis Major, Sternal","Pectoralis Major, Clavicular; Deltoid, Anterior; Triceps Brachii; Coracobrachialis","Biceps Brachii, Short Head",,
Cable Isolateral Lying Fly,https://exrx.net/WeightExercises/PectoralSternal/CBLyingFly,Chest,"Pectoralis Major, Sternal","Pectoralis Major, Clavicular; Deltoid, Anterior; Biceps Brachii, Short Head; Coracobrachialis",,Biceps Brachii; Brachialis; Triceps Brachii; Wrist Flexors,
Cable Isolateral Cable Fly,https://exrx.net/WeightExercises/PectoralSternal/CBSeatedFly,Chest,"Pectoralis Major, Sternal","Pectoralis Major, Clavicular; Deltoid, Anterior; Biceps Brachii, Short Head; Coracobrachialis",,Biceps Brachii; Brachialis; Triceps Brachii; Wrist Flexors,
Cable Isolateral Standing Fly,https://exrx.net/WeightExercises/PectoralSternal/CBStandingFly,Chest,"Pectoralis Major, Sternal","Pectoralis Major, Clavicular; Pectoralis Minor; Rhomboids; Levator Scapulae; Latissimus Dorsi; Coracobrachialis",,Biceps Brachii; Brachialis; Triceps Brachii; Wrist Flexors; Rectus Abdominis; Obliques,Erector Spinae
Cable Isolateral Bench Press,https://exrx.net/WeightExercises/PectoralSternal/CBBenchPress,Chest,"Pectoralis Major, Sternal","Pectoralis Major, Clavicular; Deltoid, Anterior; Triceps Brachii; Coracobrachialis","Biceps Brachii, Short Head",,
Cable Isolateral Chest Press,https://exrx.net/WeightExercises/PectoralSternal/CBChestPress,Chest,"Pectoralis Major, Sternal","Pectoralis Major, Clavicular; Deltoid, Anterior; Triceps Brachii; Coracobrachialis","Biceps Brachii, Short Head",,
Cable Isolateral Standing Chest Press,https://exrx.net/WeightExercises/PectoralSternal/CBStandingChestPress,Chest,"Pectoralis Major, Sternal","Pectoralis Major, Clavicular; Deltoid, Anterior; Triceps Brachii; Coracobrachialis","Biceps Brachii, Short Head",Pectoralis Minor; Serratus Anterior,
Cable Isolateral Decline Chest Press,https://exrx.net/WeightExercises/PectoralSternal/CBDeclineChestPress,Chest,"Pectoralis Major, Sternal","Pectoralis Major, Clavicular; Deltoid, Anterior; Triceps Brachii; Coracobrachialis","Biceps Brachii, Short Head",,
Dumbbell Bench Press,https://exrx.net/WeightExercises/PectoralSternal/DBBenchPress,Chest,"Pectoralis Major, Sternal","Pectoralis Major, Clavicular; Deltoid, Anterior; Triceps Brachii; Coracobrachialis","Biceps Brachii, Short Head",,
Dumbbell Decline Bench Press,https://exrx.net/WeightExercises/PectoralSternal/DBDeclineBenchPress,Chest,"Pectoralis Major, Sternal","Pectoralis Major, Clavicular; Deltoid, Anterior; Triceps Brachii; Coracobrachialis","Biceps Brachii, Short Head",,
Dumbbell Fly,https://exrx.net/WeightExercises/PectoralSternal/DBFly,Chest,"Pectoralis Major, Sternal","Pectoralis Major, Clavicular; Deltoid, Anterior; Biceps Brachii, Short Head; Coracobrachialis",,Biceps Brachii; Brachialis; Triceps Brachii; Wrist Flexors,
Dumbbell Pullover,https://exrx.net/WeightExercises/PectoralSternal/DBPullover,Chest,"Pectoralis Major, Sternal","Latissimus Dorsi; Teres Major; Triceps, Long Head; Deltoid, Posterior; Pectoralis Minor; Rhomboids; Levator Scapulae",,"Triceps Brachii; Deltoid, Anterior; Pectoralis Major, Clavicular; Coracobrachialis; Wrist Flexors",
Lever Isolateral Bench Press (plate loaded),https://exrx.net/WeightExercises/PectoralSternal/LVBenchPressH,Chest,"Pectoralis Major, Sternal","Pectoralis Major, Clavicular; Deltoid, Anterior; Triceps Brachii; Coracobrachialis","Biceps Brachii, Short Head",,
Lever Chest Dip (plate loaded),https://exrx.net/WeightExercises/PectoralSternal/LVChestDipH,Chest,"Pectoralis Major, Sternal","Deltoid, Anterior; Triceps Brachii; Pectoralis Major, Clavicular; Pectoralis Minor; Rhomboids; Levator Scapulae; Latissimus Dorsi; Teres Major; Coracobrachialis",,"Trapezius, Lower",
Lever Isolateral Chest Press (plate loaded),https://exrx.net/WeightExercises/PectoralSternal/LVChestPressH,Chest,"Pectoralis Major, Sternal","Pectoralis Major, Clavicular; Deltoid, Anterior; Triceps Brachii; Coracobrachialis","Biceps Brachii, Short Head",,
Lever Decline Chest Press (plate loaded),https://exrx.net/WeightExercises/PectoralSternal/LVDeclineChestPressPL,Chest,"Pectoralis Major, Sternal","Pectoralis Major, Clavicular; Deltoid, Anterior; Triceps Brachii; Coracobrachialis","Biceps Brachii, Short Head",,
Lever Chest Dip,https://exrx.net/WeightExercises/PectoralSternal/LVChestDip,Chest,"Pectoralis Major, Sternal","Deltoid, Anterior; Triceps Brachii; Pectoralis Major, Clavicular; Pectoralis Minor; Rhomboids; Levator Scapulae; Latissimus Dorsi; Teres Major; Coracobrachialis",,"Trapezius, Lower",
Lever Isolateral Lying Fly (gripless),https://exrx.net/WeightExercises/PectoralSternal/LVLyingFly,Chest,"Pectoralis Major, Sternal","Pectoralis Major, Clavicular; Pectoralis Minor; Deltoid, Anterior; Coracobrachialis; Serratus Anterior",,No significant stabilizers,
Lever Isolateral Pec Deck Fly,https://exrx.net/WeightExercises/PectoralSternal/LVPecDeckFly,Chest,"Pectoralis Major, Sternal","Pectoralis Major, Clavicular; Coracobrachialis; Pectoralis Minor; Serratus Anterior",,No significant stabilizers,
Lever Isolateral Seated Fly,https://exrx.net/WeightExercises/PectoralSternal/LVSeatedFly,Chest,"Pectoralis Major, Sternal","Pectoralis Major, Clavicular; Pectoralis Minor; Deltoid, Anterior; Biceps Brachii, Short Head; Coracobrachialis; Serratus Anterior",,Biceps Brachii; Brachialis; Wrist Flexors,
Lever Bench Press,https://exrx.net/WeightExercises/PectoralSternal/LVBenchPress,Chest,"Pectoralis Major, Sternal","Pectoralis Major, Clavicular; Deltoid, Anterior; Triceps Brachii; Coracobrachialis","Biceps Brachii, Short Head",,
Lever Chest Press,https://exrx.net/WeightExercises/PectoralSternal/LVChestPress,Chest,"Pectoralis Major, Sternal","Pectoralis Major, Clavicular; Deltoid, Anterior; Triceps Brachii; Coracobrachialis","Biceps Brachii, Short Head",,
Lever Isolateral Chest Press,https://exrx.net/WeightExercises/PectoralSternal/LVChestPressS,Chest,"Pectoralis Major, Sternal","Pectoralis Major, Clavicular; Deltoid, Anterior; Triceps Brachii; Coracobrachialis","Biceps Brachii, Short Head",,
Lever Isolateral Decline Chest Press,https://exrx.net/WeightExercises/PectoralSternal/LVDeclineChestPress,Chest,"Pectoralis Major, Sternal","Pectoralis Major, Clavicular; Deltoid, Anterior; Triceps Brachii; Coracobrachialis","Biceps Brachii, Short Head",,
Sled Standing Chest Dip,https://exrx.net/WeightExercises/PectoralSternal/SLStandingChestDip,Chest,"Pectoralis Major, Sternal","Deltoid, Anterior; Triceps Brachii; Pectoralis Major, Clavicular; Pectoralis Minor; Rhomboids; Levator Scapulae; Latissimus Dorsi; Teres Major; Coracobrachialis",,"Trapezius, Lower",
Smith Bench Press,https://exrx.net/WeightExercises/PectoralSternal/SMBenchPress,Chest,"Pectoralis Major, Sternal","Pectoralis Major, Clavicular; Deltoid, Anterior; Triceps Brachii; Coracobrachialis","Biceps Brachii, Short Head",,
Smith Decline Bench Press,https://exrx.net/WeightExercises/PectoralSternal/SMDeclineBenchPress,Chest,"Pectoralis Major, Sternal","Pectoralis Major, Clavicular; Deltoid, Anterior; Triceps Brachii; Coracobrachialis","Biceps Brachii, Short Head",,
Weighted Chest Dip,https://exrx.net/WeightExercises/PectoralSternal/WtChestDip,Chest,"Pectoralis Major, Sternal","Deltoid, Anterior; Triceps Brachii; Pectoralis Major, Clavicular; Pectoralis Minor; Rhomboids; Levator Scapulae; Latissimus Dorsi; Teres Major; Coracobrachialis",,"Trapezius, Lower",
Weighted Push-up,https://exrx.net/WeightExercises/PectoralSternal/WtPushup,Chest,"Pectoralis Major, Sternal","Pectoralis Major, Clavicular; Deltoid, Anterior; Triceps Brachii; Coracobrachialis","Biceps Brachii, Short Head",Rectus Abdominis; Obliques; Quadriceps; Pectoralis Minor; Serratus Anterior,Erector Spinae
Band-assisted Chest Dip,https://exrx.net/WeightExercises/PectoralSternal/ASChestDipBand,Chest,"Pectoralis Major, Sternal","Deltoid, Anterior; Triceps Brachii; Pectoralis Major, Clavicular; Pectoralis Minor; Rhomboids; Levator Scapulae; Latissimus Dorsi; Teres Major; Coracobrachialis",,"Trapezius, Lower",
Chest Dip,https://exrx.net/WeightExercises/PectoralSternal/BWChestDip,Chest,"Pectoralis Major, Sternal","Deltoid, Anterior; Triceps Brachii; Pectoralis Major, Clavicular; Pectoralis Minor; Rhomboids; Levator Scapulae; Latissimus Dorsi; Teres Major; Coracobrachialis",,"Trapezius, Lower",
Push-up,https://exrx.net/WeightExercises/PectoralSternal/BWPushup,Chest,"Pectoralis Major, Sternal","Pectoralis Major, Clavicular; Deltoid, Anterior; Triceps Brachii; Coracobrachialis","Biceps Brachii, Short Head",Serratus Anterior; Pectoralis Minor; Rectus Abdominis; Obliques; Quadriceps,Erector Spinae
Archer Push-up,https://exrx.net/WeightExercises/PectoralSternal/BWArcherPushup,Chest,"Pectoralis Major, Sternal","Pectoralis Major, Clavicular; Deltoid, Anterior; Triceps Brachii; Coracobrachialis","Biceps Brachii, Short Head",Serratus Anterior; Pectoralis Minor; Rectus Abdominis; Obliques; Quadriceps,Erector Spinae
Incline Push-up,https://exrx.net/WeightExercises/PectoralSternal/BWInclinePushup,Chest,"Pectoralis Major, Sternal","Pectoralis Major, Clavicular; Deltoid, Anterior; Triceps Brachii; Coracobrachialis","Biceps Brachii, Short Head",Rectus Abdominis; Obliques; Pectoralis Minor; Serratus Anterior; Quadriceps; Gastrocnemius; Soleus,Erector Spinae
Push-up (on knees),https://exrx.net/WeightExercises/PectoralSternal/BWPushupKnee,Chest,"Pectoralis Major, Sternal","Pectoralis Major, Clavicular; Deltoid, Anterior; Triceps Brachii; Coracobrachialis","Biceps Brachii, Short Head",Serratus Anterior; Pectoralis Minor; Rectus Abdominis; Obliques,Erector Spinae
Self-assisted Chest Dip,https://exrx.net/WeightExercises/PectoralSternal/AsChestDipSelf,Chest,"Pectoralis Major, Sternal","Deltoid, Anterior; Triceps Brachii; Pectoralis Major, Clavicular; Pectoralis Minor; Rhomboids; Levator Scapulae; Latissimus Dorsi; Teres Major; Coracobrachialis",,"Trapezius, Lower",
Suspended Self-assisted Chest Dip,https://exrx.net/WeightExercises/PectoralSternal/STSelfAssistedChestDip,Chest,"Pectoralis Major, Sternal","Deltoid, Anterior; Triceps Brachii; Pectoralis Major, Clavicular; Pectoralis Minor; Rhomboids; Levator Scapulae; Latissimus Dorsi; Teres Major; Coracobrachialis",,"Trapezius, Lower",
Suspended Chest Press,https://exrx.net/WeightExercises/PectoralSternal/STChestPress,Chest,"Pectoralis Major, Sternal","Pectoralis Major, Clavicular; Deltoid, Anterior; Triceps Brachii; Coracobrachialis","Biceps Brachii, Short Head",Rectus Abdominis; Obliques; Pectoralis Minor; Serratus Anterior; Quadriceps; Gastrocnemius; Soleus,Erector Spinae
Suspended Fly,https://exrx.net/WeightExercises/PectoralSternal/STFly,Chest,"Pectoralis Major, Sternal","Pectoralis Major, Clavicular; Deltoid, Anterior; Biceps Brachii, Short Head; Coracobrachialis",,Rectus Abdominis; Obliques; Pectoralis Minor; Serratus Anterior; Quadriceps; Gastrocnemius; Soleus; Biceps Brachii; Brachialis; Triceps Brachii; Wrist Flexors,Erector Spinae
Barbell Incline Bench Press,https://exrx.net/WeightExercises/PectoralClavicular/BBInclineBenchPress,Chest,"Pectoralis Major, Clavicular","Pectoralis Major, Sternal; Deltoid, Anterior; Triceps Brachii; Coracobrachialis","Biceps Brachii, Short Head",,
Cable Isolateral Bench Press,https://exrx.net/WeightExercises/PectoralClavicular/CBInclineBenchPress,Chest,"Pectoralis Major, Clavicular","Pectoralis Major, Sternal; Deltoid, Anterior; Triceps Brachii; Coracobrachialis","Biceps Brachii, Short Head",,
Cable Isolateral Chest Press,https://exrx.net/WeightExercises/PectoralClavicular/CBInclineChestPress,Chest,"Pectoralis Major, Clavicular","Pectoralis Major, Sternal; Deltoid, Anterior; Triceps Brachii; Coracobrachialis","Biceps Brachii, Short Head",,
Cable Isolateral Incline Fly,https://exrx.net/WeightExercises/PectoralClavicular/CBInclineFly,Chest,"Pectoralis Major, Clavicular","Pectoralis Major, Sternal; Deltoid, Anterior; Biceps Brachii, Short Head; Coracobrachialis",,Biceps Brachii; Brachialis; Triceps Brachii; Wrist Flexors,
Dumbbell Incline Bench Press,https://exrx.net/WeightExercises/PectoralClavicular/DBInclineBenchPress,Chest,"Pectoralis Major, Clavicular","Pectoralis Major, Sternal; Deltoid, Anterior; Triceps Brachii; Coracobrachialis","Biceps Brachii, Short Head",,
Dumbbell Incline Fly,https://exrx.net/WeightExercises/PectoralClavicular/DBInclineFly,Chest,"Pectoralis Major, Clavicular","Pectoralis Major, Sternal; Deltoid, Anterior; Biceps Brachii, Short Head; Coracobrachialis",,Biceps Brachii; Brachialis; Triceps Brachii; Wrist Flexors,
Lever Isolateral Chest Press (plate loaded),https://exrx.net/WeightExercises/PectoralClavicular/LVInclineChestPressPL,Chest,"Pectoralis Major, Clavicular","Pectoralis Major, Sternal; Deltoid, Anterior; Triceps Brachii; Coracobrachialis","Biceps Brachii, Short Head",,
"Lever Isolateral Incline Chest Press (on Hammer military press, plate loaded)",https://exrx.net/WeightExercises/PectoralClavicular/LVInclineChestPressOnHammerMilitaryPress,Chest,"Pectoralis Major, Clavicular","Pectoralis Major, Sternal; Deltoid, Anterior; Triceps Brachii; Coracobrachialis","Biceps Brachii, Short Head",,
Lever Incline Bench Press,https://exrx.net/WeightExercises/PectoralClavicular/LVInclineBenchPress,Chest,"Pectoralis Major, Clavicular","Pectoralis Major, Sternal; Deltoid, Anterior; Triceps Brachii; Coracobrachialis","Biceps Brachii, Short Head",,
Lever Incline Chest Press,https://exrx.net/WeightExercises/PectoralClavicular/LVInclineChestPress,Chest,"Pectoralis Major, Clavicular","Pectoralis Major, Sternal; Deltoid, Anterior; Triceps Brachii; Coracobrachialis","Biceps Brachii, Short Head",,
Lever Isolateral Incline Chest Press,https://exrx.net/WeightExercises/PectoralClavicular/LVInclineChestPressH,Chest,"Pectoralis Major, Clavicular","Pectoralis Major, Sternal; Deltoid, Anterior; Triceps Brachii; Coracobrachialis","Biceps Brachii, Short Head",,
Lever Isolateral Incline Fly,https://exrx.net/WeightExercises/PectoralClavicular/LVInclineFly,Chest,"Pectoralis Major, Clavicular","Pectoralis Major, Sternal; Deltoid, Anterior; Biceps Brachii; Coracobrachialis",,,
Smith Incline Bench Press,https://exrx.net/WeightExercises/PectoralClavicular/SMInclineBenchPress,Chest,"Pectoralis Major, Clavicular","Pectoralis Major, Sternal; Deltoid, Anterior; Triceps Brachii; Coracobrachialis","Biceps Brachii, Short Head",,
Decline Push-up,https://exrx.net/WeightExercises/PectoralClavicular/BWDeclinePushup,Chest,"Pectoralis Major, Clavicular","Pectoralis Major, Sternal; Deltoid, Anterior; Triceps Brachii; Coracobrachialis","Biceps Brachii, Short Head",,Erector Spinae
Decline Push-up (on stability ball),https://exrx.net/WeightExercises/PectoralClavicular/BWDeclinePushupOnBall,Chest,"Pectoralis Major, Clavicular","Pectoralis Major, Sternal; Deltoid, Anterior; Triceps Brachii; Coracobrachialis","Biceps Brachii, Short Head",,Erector Spinae
Barbell Incline Shoulder Raise,https://exrx.net/WeightExercises/SerratusAnterior/BBInclineShoulderRaise,Chest,Serratus Anterior,"Pectoralis Major, Clavicular",,"Deltoid, Anterior; Triceps Brachii; Coracobrachialis",
Cable Isolateral Incline Shoulder Raise,https://exrx.net/WeightExercises/SerratusAnterior/CBInclineShoulderRaise,Chest,Serratus Anterior,"Pectoralis Major, Clavicular",,"Deltoid, Anterior; Triceps Brachii; Coracobrachialis",
Dumbbell Incline Shoulder Raise,https://exrx.net/WeightExercises/SerratusAnterior/DBInclineShoulderRaise,Chest,Serratus Anterior,"Pectoralis Major, Clavicular",,"Deltoid, Anterior; Triceps Brachii; Coracobrachialis",
Lever Isolateral Incline Shoulder Raise (plate loaded),https://exrx.net/WeightExercises/SerratusAnterior/LVInclineShoulderRaisePL,Chest,Serratus Anterior,"Pectoralis Major, Clavicular",,"Deltoid, Anterior; Triceps Brachii; Coracobrachialis",
Lever Incline Shoulder Raise,https://exrx.net/WeightExercises/SerratusAnterior/LVInclineShoulderRaise,Chest,Serratus Anterior,"Pectoralis Major, Clavicular",,"Deltoid, Anterior; Triceps Brachii; Coracobrachialis",
Smith Incline Shoulder Raise,https://exrx.net/WeightExercises/SerratusAnterior/SMInclineShoulderRaise,Chest,Serratus Anterior,"Pectoralis Major, Clavicular",,"Deltoid, Anterior; Triceps Brachii; Coracobrachialis",
